Crop_Type,Soil_Type,Nitrogen_N,Phosphorus_P,Potassium_K,pH_Level,Temperature_C,Humidity_%,Soil_Moisture_%,Rainfall_mm,Fertilizer_Recommendation,Irrigation_Method,Water_Requirement_mm
Mothbeans,Sandy,12,15,11,6.4,37,50,89,66,SSP,Drip,0.0
Grapes,Sandy Loam,52,48,155,7.9,38,66,30,67,Organic Compost / General,Drip,0.0
Orange,Black,83,29,88,6.8,22,73,82,19,SSP,Drip,0.0
Coconut,Red,118,49,120,6.2,20,36,79,22,Organic Compost / General,Basin,0.0
Lentil,Loamy,0,7,5,6.5,37,59,40,74,DAP,Sprinkler,0.0
Orange,Black,99,37,63,6.4,36,41,79,234,MOP,Drip,0.0
Orange,Black,47,37,61,6.4,19,44,34,205,Urea,Drip,0.0
Coffee,Red,84,31,73,5.2,34,55,25,89,Organic Compost / General,Sprinkler,0.0
Coconut,Red,88,32,135,5.9,27,77,79,243,Organic Compost / General,Basin,0.0
Cotton,Black,122,29,54,7.0,33,60,37,199,SSP,Drip,0.0
Grapes,Sandy Loam,67,51,129,5.9,23,46,82,187,Organic Compost / General,Drip,0.0
Rice,Clay,78,27,36,6.2,17,82,76,142,Ammonium Sulphate,Flood,0.0
Muskmelon,Sandy Loam,54,52,50,6.2,27,30,33,73,MOP,Drip,0.0
Muskmelon,Sandy Loam,64,40,88,7.4,29,87,69,11,Organic Compost / General,Drip,0.0
Cotton,Black,80,20,87,7.8,22,88,54,107,Ammonium Sulphate,Drip,0.0
Watermelon,Sandy,65,33,71,6.1,15,34,34,89,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,34,42,19,5.6,20,41,22,35,Organic Compost / General,Sprinkler,6.5
Cotton,Black,76,29,53,6.5,28,30,35,186,Ammonium Sulphate,Drip,0.0
Watermelon,Sandy,71,29,92,7.4,29,90,74,116,SSP,Drip,0.0
Mothbeans,Sandy,0,33,0,6.1,16,76,89,244,Organic Compost / General,Drip,0.0
Papaya,Loamy,78,64,50,6.3,34,80,91,82,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,0,87,17,6.0,31,34,62,247,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,0,46,27,6.2,21,41,61,36,Organic Compost / General,Sprinkler,0.0
Jute,Clay,63,35,51,7.0,18,54,36,64,Organic Compost / General,Flood,14.8
Mungbean,Sandy Loam,17,31,16,6.0,35,48,80,155,Organic Compost / General,Sprinkler,0.0
Jute,Clay,44,22,27,6.1,21,33,46,125,Organic Compost / General,Flood,0.0
Muskmelon,Sandy Loam,78,18,87,7.9,28,52,88,54,DAP,Drip,0.0
Kidneybeans,Sandy Loam,41,12,42,5.4,22,84,68,74,DAP,Sprinkler,0.0
Jute,Clay,67,76,42,6.2,28,72,48,217,Organic Compost / General,Flood,0.0
Orange,Black,63,57,87,7.3,27,69,34,63,Organic Compost / General,Drip,0.0
Apple,Clay Loam,93,31,100,7.0,36,64,45,176,Organic Compost / General,Drip,0.0
Cotton,Black,99,38,51,6.9,25,48,55,162,Organic Compost / General,Drip,0.0
Papaya,Loamy,63,49,89,6.6,37,65,75,108,Organic Compost / General,Drip,0.0
Cotton,Black,112,16,76,7.8,30,68,93,84,DAP,Drip,0.0
Pigeonpeas,Loamy,29,90,0,6.9,36,71,46,146,Organic Compost / General,Drip,0.0
Coconut,Red,101,18,129,5.4,27,78,89,172,DAP,Basin,0.0
Watermelon,Sandy,82,40,96,5.7,25,70,82,133,Organic Compost / General,Drip,0.0
Rice,Clay,66,41,13,5.2,32,84,62,205,MOP,Flood,0.0
Mungbean,Sandy Loam,0,46,4,5.9,25,88,58,218,MOP,Sprinkler,0.0
Papaya,Loamy,72,37,82,5.9,38,64,44,132,Ammonium Sulphate,Drip,0.0
Apple,Clay Loam,56,57,134,7.2,38,34,90,30,Urea,Drip,0.0
Chickpea,Loamy,0,74,45,5.7,17,58,24,196,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,41,21,93,6.3,35,54,70,104,Ammonium Sulphate,Drip,0.0
Cotton,Black,82,53,56,5.9,20,40,51,106,Organic Compost / General,Drip,0.0
Kidneybeans,Sandy Loam,24,31,21,5.7,24,79,92,134,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,34,54,5,7.6,35,58,80,94,MOP,Sprinkler,0.0
Jute,Clay,71,37,41,6.6,34,32,84,27,Organic Compost / General,Flood,0.0
Mungbean,Sandy Loam,24,53,13,6.0,15,78,65,188,Organic Compost / General,Sprinkler,0.0
Cotton,Black,104,49,43,6.8,38,83,73,175,Organic Compost / General,Drip,0.0
Mango,Loamy,74,41,57,5.6,35,63,69,147,MOP,Drip,0.0
Watermelon,Sandy,83,36,84,6.9,20,80,54,239,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,22,17,6.6,34,74,64,18,Ammonium Sulphate,Sprinkler,0.0
Blackgram,Loamy,0,30,19,5.9,22,79,47,175,Organic Compost / General,Furrow,0.0
Watermelon,Sandy,71,16,109,6.7,16,30,80,217,DAP,Drip,0.0
Pomegranate,Sandy,66,0,110,7.4,23,31,84,210,DAP,Drip,0.0
Pomegranate,Sandy,68,40,29,7.1,22,33,48,92,MOP,Drip,0.0
Grapes,Sandy Loam,72,66,126,7.3,33,41,56,39,Organic Compost / General,Drip,0.0
Papaya,Loamy,74,79,100,7.4,18,30,20,67,Organic Compost / General,Drip,6.4
Maize,Sandy Loam,96,69,15,6.0,37,38,44,15,MOP,Furrow,24.0
Rice,Clay,70,42,39,5.4,20,60,85,51,Organic Compost / General,Flood,0.0
Kidneybeans,Sandy Loam,9,42,46,5.7,31,53,39,159,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,63,36,66,7.4,23,87,43,230,Organic Compost / General,Drip,0.0
Apple,Clay Loam,90,42,126,6.1,16,80,84,100,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,77,45,120,6.1,28,52,22,103,Organic Compost / General,Drip,0.0
Cotton,Black,92,52,38,7.6,34,82,88,226,Organic Compost / General,Drip,0.0
Orange,Black,102,28,111,7.7,21,69,30,40,SSP,Drip,5.5
Watermelon,Sandy,44,30,42,6.9,37,73,47,224,MOP,Drip,0.0
Banana,Clay,142,85,196,6.4,23,57,83,248,Organic Compost / General,Drip,0.0
Coffee,Red,100,35,60,6.2,19,32,45,109,Organic Compost / General,Sprinkler,0.0
Grapes,Sandy Loam,117,62,124,5.9,33,60,67,57,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,76,40,65,7.4,22,77,37,51,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,0,62,24,5.7,29,88,56,188,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,92,65,36,6.0,35,34,55,2,Organic Compost / General,Furrow,7.5
Pigeonpeas,Loamy,0,32,44,5.9,35,76,62,199,Ammonium Sulphate,Drip,0.0
Pigeonpeas,Loamy,0,12,1,7.2,17,77,23,13,DAP,Drip,25.5
Jute,Clay,53,53,61,5.9,16,37,25,200,Organic Compost / General,Flood,0.0
Pomegranate,Sandy,44,38,70,7.8,17,82,53,115,Organic Compost / General,Drip,0.0
Coconut,Red,103,31,137,5.7,30,65,20,79,Organic Compost / General,Basin,4.3
Coffee,Red,74,32,77,5.2,19,39,89,16,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,0,30,27,7.4,30,71,37,115,Organic Compost / General,Sprinkler,0.0
Rice,Clay,56,38,45,6.7,38,70,87,83,Urea,Flood,0.0
Coffee,Red,68,12,65,6.1,24,67,72,198,Ammonium Sulphate,Sprinkler,0.0
Blackgram,Loamy,40,38,28,8.0,30,40,25,23,Organic Compost / General,Furrow,4.1
Apple,Clay Loam,75,60,123,7.1,17,86,39,250,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,15,54,40,5.5,27,59,74,17,Organic Compost / General,Drip,0.0
Orange,Black,67,9,87,6.9,27,32,60,25,DAP,Drip,0.0
Banana,Clay,114,58,200,6.8,28,61,91,126,Organic Compost / General,Drip,0.0
Coconut,Red,74,25,134,7.4,17,34,95,0,Urea,Basin,0.0
Banana,Clay,151,60,215,6.8,35,63,88,39,Organic Compost / General,Drip,0.0
Cotton,Black,116,40,54,7.0,35,61,27,213,Organic Compost / General,Drip,0.0
Chickpea,Loamy,17,57,39,5.9,16,72,75,79,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,116,24,48,6.5,36,62,50,235,DAP,Furrow,0.0
Mango,Loamy,72,34,101,6.4,37,76,63,142,Organic Compost / General,Drip,0.0
Coffee,Red,100,1,38,5.5,15,55,59,96,DAP,Sprinkler,0.0
Mango,Loamy,71,10,81,5.2,28,53,29,31,Ammonium Sulphate,Drip,6.7
Mothbeans,Sandy,27,14,18,6.2,22,56,33,177,SSP,Drip,0.0
Pigeonpeas,Loamy,0,55,0,5.7,33,36,69,100,Organic Compost / General,Drip,0.0
Coffee,Red,45,31,74,6.7,33,86,37,158,Urea,Sprinkler,0.0
Mango,Loamy,62,21,101,5.6,30,56,47,42,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,41,50,166,7.8,29,60,92,216,Organic Compost / General,Drip,0.0
Mango,Loamy,69,12,114,6.1,31,73,70,195,Ammonium Sulphate,Drip,0.0
Grapes,Sandy Loam,76,45,126,7.5,34,37,27,104,Organic Compost / General,Drip,0.0
Jute,Clay,51,18,15,5.6,28,64,90,67,Ammonium Sulphate,Flood,0.0
Pigeonpeas,Loamy,3,61,66,5.6,37,89,90,72,Organic Compost / General,Drip,0.0
Cotton,Black,92,54,60,7.5,21,90,52,64,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,13,5,37,6.5,24,52,62,191,DAP,Sprinkler,0.0
Lentil,Loamy,0,57,15,5.6,16,90,66,124,Organic Compost / General,Sprinkler,0.0
Maize,Sandy Loam,107,59,71,6.1,15,56,20,107,Organic Compost / General,Furrow,0.0
Coconut,Red,103,66,139,6.8,38,49,40,174,Organic Compost / General,Basin,0.0
Grapes,Sandy Loam,81,60,118,6.7,37,83,49,30,MOP,Drip,0.0
Coconut,Red,102,63,111,5.9,20,78,62,18,MOP,Basin,4.5
Banana,Clay,124,60,183,5.5,32,49,64,3,Organic Compost / General,Drip,9.0
Coconut,Red,86,51,176,6.1,20,46,45,174,Organic Compost / General,Basin,0.0
Mothbeans,Sandy,16,27,0,6.1,32,76,82,128,Organic Compost / General,Drip,0.0
Lentil,Loamy,40,36,13,7.3,16,90,76,3,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,23,45,23,6.3,27,77,93,190,Organic Compost / General,Furrow,0.0
Coffee,Red,103,35,43,5.1,23,60,52,171,MOP,Sprinkler,0.0
Mungbean,Sandy Loam,18,34,20,5.8,30,85,27,98,Organic Compost / General,Sprinkler,0.0
Muskmelon,Sandy Loam,47,21,68,7.3,19,37,32,244,NPK 10-26-26,Drip,0.0
Mungbean,Sandy Loam,12,60,17,7.4,24,65,35,88,Organic Compost / General,Sprinkler,0.0
Apple,Clay Loam,45,27,106,5.0,21,79,54,108,Urea,Drip,0.0
Maize,Sandy Loam,100,49,7,5.8,22,68,22,47,MOP,Furrow,19.4
Mango,Loamy,100,39,53,5.7,30,60,32,43,MOP,Drip,0.0
Rice,Clay,63,51,69,7.1,18,76,46,104,Organic Compost / General,Flood,0.0
Lentil,Loamy,5,40,33,5.8,15,82,30,154,Organic Compost / General,Sprinkler,0.0
Rice,Clay,33,42,63,6.6,32,72,43,99,Urea,Flood,0.0
Cotton,Black,121,31,41,6.1,24,81,21,222,Organic Compost / General,Drip,0.0
Blackgram,Loamy,7,40,10,7.8,16,66,90,49,Organic Compost / General,Furrow,0.0
Cotton,Black,70,63,10,8.1,31,74,61,33,MOP,Drip,0.0
Banana,Clay,168,62,196,5.7,17,79,76,34,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,113,69,59,6.7,25,33,64,114,Organic Compost / General,Furrow,0.0
Banana,Clay,158,29,207,7.1,16,68,50,156,DAP,Drip,0.0
Coconut,Red,88,44,129,5.4,25,73,54,7,Organic Compost / General,Basin,16.5
Watermelon,Sandy,55,35,77,6.4,30,46,72,75,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,66,48,88,6.8,32,38,40,232,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,82,50,66,7.2,28,67,93,244,Organic Compost / General,Furrow,0.0
Cotton,Black,65,36,48,6.4,38,33,30,126,Urea,Drip,0.0
Pigeonpeas,Loamy,0,75,30,6.3,32,31,21,228,Organic Compost / General,Drip,0.0
Coconut,Red,83,34,114,6.5,24,35,49,17,MOP,Basin,24.0
Blackgram,Loamy,0,29,23,5.9,25,44,35,136,Ammonium Sulphate,Furrow,0.0
Mango,Loamy,71,28,65,6.0,15,90,78,72,MOP,Drip,0.0
Maize,Sandy Loam,66,37,47,6.4,20,69,23,132,Urea,Furrow,0.0
Banana,Clay,99,58,225,7.2,38,36,23,172,Urea,Drip,0.0
Rice,Clay,89,14,19,6.1,36,49,89,78,DAP,Flood,0.0
Grapes,Sandy Loam,43,37,173,5.6,31,46,54,57,Ammonium Sulphate,Drip,0.0
Grapes,Sandy Loam,63,59,113,6.8,35,46,36,242,MOP,Drip,0.0
Mango,Loamy,95,31,80,6.9,20,61,94,227,Organic Compost / General,Drip,0.0
Jute,Clay,43,17,16,7.0,25,39,66,24,NPK 10-26-26,Flood,1.8
Mungbean,Sandy Loam,0,58,48,6.9,28,49,40,31,Organic Compost / General,Sprinkler,0.0
Orange,Black,105,35,52,7.1,30,87,88,76,MOP,Drip,0.0
Watermelon,Sandy,54,64,84,6.6,15,47,20,10,Organic Compost / General,Drip,45.0
Maize,Sandy Loam,86,34,64,7.4,30,73,68,24,Ammonium Sulphate,Furrow,0.0
Coffee,Red,88,22,61,4.8,32,68,28,22,Organic Compost / General,Sprinkler,30.4
Coconut,Red,60,42,202,5.7,16,83,40,95,Urea,Basin,0.0
Jute,Clay,61,1,28,6.9,30,86,28,6,DAP,Flood,78.0
Mungbean,Sandy Loam,19,52,53,5.7,25,62,31,197,Organic Compost / General,Sprinkler,0.0
Orange,Black,52,34,75,6.1,37,38,76,32,Urea,Drip,0.0
Banana,Clay,178,91,163,5.7,15,65,36,157,MOP,Drip,0.0
Coffee,Red,57,15,59,6.0,23,89,77,143,NPK 10-26-26,Sprinkler,0.0
Muskmelon,Sandy Loam,58,24,78,7.2,36,37,81,19,Ammonium Sulphate,Drip,0.0
Coconut,Red,94,51,162,5.7,31,54,62,120,Organic Compost / General,Basin,0.0
Coffee,Red,43,56,74,6.2,33,60,50,43,Urea,Sprinkler,0.0
Mungbean,Sandy Loam,0,92,52,6.4,33,46,60,171,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,32,27,92,7.4,35,63,21,161,Urea,Drip,0.0
Muskmelon,Sandy Loam,96,65,52,6.6,29,71,76,159,MOP,Drip,0.0
Chickpea,Loamy,24,58,25,6.8,30,63,94,223,Organic Compost / General,Sprinkler,0.0
Coconut,Red,117,53,160,7.5,34,87,47,79,Organic Compost / General,Basin,0.0
Coffee,Red,75,28,59,5.5,29,39,30,30,Organic Compost / General,Sprinkler,21.0
Pigeonpeas,Loamy,0,38,4,7.8,30,85,87,57,Ammonium Sulphate,Drip,0.0
Watermelon,Sandy,61,44,85,6.0,19,39,58,20,Organic Compost / General,Drip,0.0
Chickpea,Loamy,15,51,31,7.2,28,63,92,93,Organic Compost / General,Sprinkler,0.0
Lentil,Loamy,35,48,23,6.7,15,36,83,202,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,47,34,44,6.3,24,62,51,19,SSP,Sprinkler,0.0
Mungbean,Sandy Loam,11,28,26,6.5,18,69,60,124,SSP,Sprinkler,0.0
Maize,Sandy Loam,117,49,21,5.9,36,82,71,183,Organic Compost / General,Furrow,0.0
Watermelon,Sandy,56,27,81,5.9,36,61,42,215,Ammonium Sulphate,Drip,0.0
Kidneybeans,Sandy Loam,5,30,29,6.9,27,47,79,27,Organic Compost / General,Sprinkler,0.0
Banana,Clay,114,63,158,6.4,30,54,59,106,MOP,Drip,0.0
Coconut,Red,86,30,152,5.6,22,90,81,18,Organic Compost / General,Basin,0.0
Rice,Clay,84,37,50,6.5,33,87,55,36,Organic Compost / General,Flood,16.2
Mungbean,Sandy Loam,7,44,43,5.8,25,53,45,63,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,17,44,0,7.3,35,36,47,120,Organic Compost / General,Drip,0.0
Papaya,Loamy,85,46,95,5.9,36,51,80,2,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,68,15,80,6.8,27,88,76,135,DAP,Drip,0.0
Grapes,Sandy Loam,40,46,126,7.4,17,52,32,192,Organic Compost / General,Drip,0.0
Chickpea,Loamy,6,52,60,6.5,22,44,29,34,Organic Compost / General,Sprinkler,0.0
Chickpea,Loamy,10,63,27,7.5,35,50,43,57,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,85,36,64,7.6,23,72,85,213,MOP,Drip,0.0
Watermelon,Sandy,63,47,73,6.8,30,49,50,173,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,67,29,73,6.2,15,71,75,231,SSP,Drip,0.0
Mango,Loamy,62,55,117,6.4,17,72,38,178,Organic Compost / General,Drip,0.0
Papaya,Loamy,93,33,73,5.6,17,33,41,15,SSP,Drip,28.5
Papaya,Loamy,66,46,59,5.9,33,89,42,165,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,42,22,27,7.7,36,63,21,83,DAP,Drip,0.0
Papaya,Loamy,48,21,71,7.0,17,37,75,159,Urea,Drip,0.0
Jute,Clay,69,27,29,7.2,25,57,62,199,Organic Compost / General,Flood,0.0
Papaya,Loamy,87,50,52,6.5,28,57,86,185,Organic Compost / General,Drip,0.0
Pigeonpeas,Loamy,17,43,23,6.9,18,35,76,32,Organic Compost / General,Drip,0.0
Cotton,Black,94,29,11,5.7,35,67,93,222,MOP,Drip,0.0
Coffee,Red,117,45,82,6.4,37,72,28,248,Organic Compost / General,Sprinkler,0.0
Banana,Clay,159,45,157,6.5,27,33,72,222,MOP,Drip,0.0
Coffee,Red,95,43,55,5.8,34,62,77,19,Organic Compost / General,Sprinkler,0.0
Watermelon,Sandy,70,59,100,6.2,37,78,90,36,Organic Compost / General,Drip,0.0
Coconut,Red,46,34,170,6.9,24,63,95,12,Urea,Basin,0.0
Orange,Black,72,45,84,7.6,31,73,76,45,Organic Compost / General,Drip,0.0
Coconut,Red,136,25,166,7.2,35,38,52,114,SSP,Basin,0.0
Pomegranate,Sandy,77,54,100,6.1,26,74,82,240,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,101,48,89,7.0,26,50,32,153,Organic Compost / General,Furrow,0.0
Muskmelon,Sandy Loam,73,36,55,6.8,37,75,23,140,MOP,Drip,0.0
Blackgram,Loamy,20,26,5,7.6,18,49,53,231,SSP,Furrow,0.0
Maize,Sandy Loam,106,45,13,7.4,19,70,82,58,MOP,Furrow,0.0
Grapes,Sandy Loam,65,66,158,5.6,20,38,81,86,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,76,38,69,6.5,38,84,21,191,MOP,Drip,0.0
Muskmelon,Sandy Loam,50,64,78,7.7,31,56,50,231,Organic Compost / General,Drip,0.0
Orange,Black,102,44,107,7.0,33,66,93,161,Organic Compost / General,Drip,0.0
Blackgram,Loamy,0,41,4,6.0,18,52,58,191,Organic Compost / General,Furrow,0.0
Papaya,Loamy,107,22,52,5.9,30,85,29,51,DAP,Drip,5.7
Coffee,Red,56,23,52,6.6,27,71,25,157,Urea,Sprinkler,0.0
Maize,Sandy Loam,144,27,17,6.2,33,37,51,233,DAP,Furrow,0.0
Papaya,Loamy,122,43,56,6.1,31,59,90,210,Organic Compost / General,Drip,0.0
Jute,Clay,33,17,43,7.1,35,90,25,182,Urea,Flood,0.0
Pomegranate,Sandy,38,33,62,6.8,23,31,80,46,Urea,Drip,0.0
Rice,Clay,72,51,46,6.2,29,85,49,211,Organic Compost / General,Flood,0.0
Jute,Clay,60,40,67,6.4,36,70,92,149,Organic Compost / General,Flood,0.0
Mothbeans,Sandy,0,25,10,6.8,16,63,29,75,Organic Compost / General,Drip,0.0
Mungbean,Sandy Loam,0,63,41,6.6,34,59,94,109,Organic Compost / General,Sprinkler,0.0
Lentil,Loamy,0,58,6,5.7,22,60,68,10,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,60,14,84,7.4,16,49,64,5,DAP,Drip,0.0
Mungbean,Sandy Loam,35,40,36,6.1,29,37,84,66,Organic Compost / General,Sprinkler,0.0
Coconut,Red,101,50,112,7.0,33,33,20,125,MOP,Basin,0.0
Maize,Sandy Loam,73,31,42,6.8,17,62,72,179,Urea,Furrow,0.0
Mungbean,Sandy Loam,21,44,39,6.3,34,90,32,177,Organic Compost / General,Sprinkler,0.0
Pomegranate,Sandy,14,64,124,7.1,31,73,66,14,Urea,Drip,0.0
Apple,Clay Loam,110,22,79,5.9,23,83,55,225,MOP,Drip,0.0
Chickpea,Loamy,31,39,12,5.6,23,89,76,138,SSP,Sprinkler,0.0
Coconut,Red,109,31,134,7.3,23,74,31,177,Organic Compost / General,Basin,0.0
Cotton,Black,88,33,45,8.3,24,79,40,240,Organic Compost / General,Drip,0.0
Cotton,Black,92,37,37,5.8,25,59,54,110,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,76,21,57,6.2,31,83,39,150,Urea,Furrow,0.0
Apple,Clay Loam,66,53,73,6.7,34,66,63,245,MOP,Drip,0.0
Pigeonpeas,Loamy,0,31,53,7.1,16,36,85,128,Ammonium Sulphate,Drip,0.0
Pigeonpeas,Loamy,0,58,13,7.3,27,58,87,205,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,116,46,16,5.7,21,54,47,141,MOP,Furrow,0.0
Muskmelon,Sandy Loam,69,43,62,7.0,17,66,36,76,Organic Compost / General,Drip,0.0
Cotton,Black,74,18,53,5.9,21,81,77,160,DAP,Drip,0.0
Blackgram,Loamy,5,27,0,7.7,26,40,72,104,Ammonium Sulphate,Furrow,0.0
Watermelon,Sandy,83,26,88,7.1,28,48,71,61,SSP,Drip,0.0
Kidneybeans,Sandy Loam,0,35,23,5.8,27,56,41,171,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,24,27,0,7.0,36,38,58,175,MOP,Sprinkler,0.0
Coffee,Red,72,20,55,6.6,22,33,49,38,Organic Compost / General,Sprinkler,0.0
Grapes,Sandy Loam,93,60,159,6.0,24,46,45,54,Organic Compost / General,Drip,0.0
Coffee,Red,47,44,50,5.9,21,69,65,158,Urea,Sprinkler,0.0
Papaya,Loamy,68,63,82,5.8,21,87,26,44,Organic Compost / General,Drip,15.8
Orange,Black,102,31,95,7.4,29,36,44,76,Organic Compost / General,Drip,0.0
Pomegranate,Sandy,47,15,85,6.6,35,56,72,229,DAP,Drip,0.0
Chickpea,Loamy,0,48,21,7.1,26,81,23,113,Organic Compost / General,Sprinkler,0.0
Muskmelon,Sandy Loam,44,29,110,5.7,18,79,88,182,Urea,Drip,0.0
Coconut,Red,113,57,133,6.2,34,47,70,99,Organic Compost / General,Basin,0.0
Muskmelon,Sandy Loam,83,62,68,7.3,31,68,79,247,Organic Compost / General,Drip,0.0
Coconut,Red,109,11,166,5.6,36,63,64,22,DAP,Basin,0.0
Mango,Loamy,75,34,36,5.6,31,50,51,132,MOP,Drip,0.0
Papaya,Loamy,77,59,69,7.2,32,82,83,148,Organic Compost / General,Drip,0.0
Apple,Clay Loam,87,43,113,6.1,26,34,85,221,Organic Compost / General,Drip,0.0
Banana,Clay,93,48,147,7.7,29,79,20,27,NPK 10-26-26,Drip,53.4
Mango,Loamy,122,0,89,7.4,20,75,40,65,DAP,Drip,0.0
Pomegranate,Sandy,72,52,117,6.1,26,57,78,98,Organic Compost / General,Drip,0.0
Orange,Black,94,30,99,6.9,17,57,61,212,Organic Compost / General,Drip,0.0
Coffee,Red,69,51,91,5.8,28,40,57,161,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,0,12,36,7.2,26,57,74,144,DAP,Furrow,0.0
Coconut,Red,96,69,148,6.0,38,47,83,53,Organic Compost / General,Basin,0.0
Pomegranate,Sandy,31,41,92,7.4,23,68,56,29,Urea,Drip,0.0
Kidneybeans,Sandy Loam,16,42,25,6.8,37,67,22,19,Organic Compost / General,Sprinkler,34.5
Mothbeans,Sandy,0,43,0,7.1,33,79,36,67,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,107,32,33,5.4,15,77,26,38,SSP,Furrow,20.6
Maize,Sandy Loam,91,42,10,6.1,26,50,20,154,MOP,Furrow,0.0
Chickpea,Loamy,32,42,54,6.1,37,45,71,25,Organic Compost / General,Sprinkler,0.0
Mungbean,Sandy Loam,0,32,8,6.6,36,31,54,116,MOP,Sprinkler,0.0
Muskmelon,Sandy Loam,42,26,75,7.1,16,59,62,21,Urea,Drip,0.0
Mothbeans,Sandy,9,28,43,7.0,20,81,28,206,Organic Compost / General,Drip,0.0
Maize,Sandy Loam,102,49,46,7.0,36,36,57,107,Organic Compost / General,Furrow,0.0
Kidneybeans,Sandy Loam,0,35,12,7.0,21,32,93,172,Organic Compost / General,Sprinkler,0.0
Mothbeans,Sandy,0,44,19,7.0,38,86,48,158,Organic Compost / General,Drip,0.0
Blackgram,Loamy,28,51,47,6.1,19,61,33,158,Organic Compost / General,Furrow,0.0
Coconut,Red,115,39,125,7.0,26,45,56,72,Organic Compost / General,Basin,0.0
Jute,Clay,69,51,8,6.1,27,42,41,19,MOP,Flood,58.5
Maize,Sandy Loam,113,47,64,6.4,23,82,61,2,Organic Compost / General,Furrow,0.0
Jute,Clay,80,9,5,5.6,37,68,78,36,DAP,Flood,0.0
Jute,Clay,84,49,11,6.0,16,49,59,174,Organic Compost / General,Flood,0.0
Mungbean,Sandy Loam,7,52,49,5.8,22,64,25,227,Organic Compost / General,Sprinkler,0.0
Pigeonpeas,Loamy,15,48,34,6.5,32,89,29,192,Organic Compost / General,Drip,0.0
Lentil,Loamy,0,23,29,7.3,18,68,55,67,Ammonium Sulphate,Sprinkler,0.0
Rice,Clay,112,50,11,7.4,17,37,76,17,MOP,Flood,13.5
Blackgram,Loamy,19,52,19,6.4,36,52,40,126,Organic Compost / General,Furrow,0.0
Jute,Clay,58,39,21,7.1,25,72,25,242,Organic Compost / General,Flood,0.0
Coffee,Red,42,55,51,6.0,15,45,88,101,Urea,Sprinkler,0.0
Coffee,Red,75,51,83,5.1,21,46,21,8,Organic Compost / General,Sprinkler,58.5
Lentil,Loamy,17,59,27,6.3,31,58,83,46,Organic Compost / General,Sprinkler,0.0
Blackgram,Loamy,21,53,31,6.1,36,56,53,162,Organic Compost / General,Furrow,0.0
Cotton,Black,99,32,77,5.8,29,52,42,108,Organic Compost / General,Drip,0.0
Muskmelon,Sandy Loam,76,8,66,7.3,17,68,86,132,DAP,Drip,0.0
Kidneybeans,Sandy Loam,11,39,31,6.0,38,39,76,23,Organic Compost / General,Sprinkler,0.0
Orange,Black,55,23,123,5.7,36,90,41,172,Urea,Drip,0.0
Kidneybeans,Sandy Loam,10,28,31,6.7,22,32,39,119,SSP,Sprinkler,0.0
Mungbean,Sandy Loam,30,28,29,6.8,35,32,44,64,SSP,Sprinkler,0.0
Blackgram,Loamy,7,13,23,6.8,17,51,82,75,DAP,Furrow,0.0
Papaya,Loamy,97,42,32,6.1,28,38,29,177,MOP,Drip,0.0
Grapes,Sandy Loam,66,32,124,8.0,29,74,41,14,SSP,Drip,21.0
Cotton,Black,87,45,38,5.7,20,48,89,126,Organic Compost / General,Drip,0.0
Grapes,Sandy Loam,42,47,133,7.2,21,63,26,12,Organic Compost / General,Drip,43.5
Rice,Clay,86,31,38,7.2,23,69,80,130,Organic Compost / General,Flood,0.0
