crop_type,soil_moisture_%,soil_pH,nitrogen_ppm,phosphorus_ppm,potassium_ppm,temperature_C,rainfall_mm,humidity_%,sunlight_hours,row_spacing_cm,plant_spacing_cm,plant_density_per_sqm,pesticide_usage_ml,total_days,NDVI_index,yield_kg_per_ha
wheat,66.52,7.14,91.29,77.81,85.18,29.93,823.12,83.68,5.94,15.9,7.74,81.29,355.74,138,0.811,4224.92
soybean,64.29,6.18,56.05,48.91,87.76,32.63,461.13,59.31,6.4,31.36,15.47,20.61,387.72,135,0.816,2387.96
soybean,81.29,6.66,97.55,41.16,51.61,34.08,1163.17,55.99,7.74,18.89,6.44,82.17,44.57,143,0.648,1661.64
rice,54.93,6.78,47.16,67.11,66.81,18.42,1072.46,80.89,9.85,23.48,7.45,57.15,226.03,140,0.702,4564.82
soybean,78.75,6.47,91.07,72.79,60.1,23.73,1050.42,55.0,9.97,31.6,9.54,33.17,333.45,136,0.752,2054.07
soybean,71.54,7.37,89.39,39.05,31.71,21.62,888.96,65.95,8.91,25.35,9.89,39.9,257.44,145,0.656,1935.15
cotton,42.41,7.1,83.66,67.99,42.16,34.55,1104.18,62.48,8.89,72.5,32.86,4.2,424.07,102,0.607,2245.23
wheat,78.23,7.03,117.78,38.49,84.72,20.21,741.12,55.06,5.47,18.93,8.87,59.57,284.98,122,0.811,3700.31
cotton,78.6,5.57,96.44,32.57,95.49,21.46,641.12,78.84,7.97,62.84,29.08,5.47,16.85,144,0.794,2979.17
wheat,70.52,5.57,90.26,27.7,76.63,25.38,668.75,60.64,9.01,10.0,4.02,248.61,128.21,103,0.714,4118.91
rice,57.0,6.48,77.95,54.39,97.0,24.86,550.83,68.32,7.02,24.53,7.76,52.54,465.46,90,0.563,3703.61
rice,62.52,6.08,57.65,54.49,47.15,21.43,744.53,84.24,7.37,18.11,8.65,63.83,391.49,120,0.77,3683.25
maize,74.75,6.54,82.62,48.93,83.77,33.67,833.03,58.65,7.53,57.64,20.47,8.47,458.61,149,0.631,7382.28
wheat,60.45,6.43,84.31,58.91,50.41,25.36,696.43,76.44,8.98,16.8,6.21,95.94,435.63,138,0.644,4357.32
cotton,70.25,6.48,85.11,63.12,76.17,24.94,839.48,50.74,8.48,58.84,28.96,5.87,51.36,148,0.554,2568.48
rice,57.11,6.05,54.62,52.54,78.18,22.11,678.33,54.73,7.01,18.4,7.91,68.72,459.4,143,0.604,4194.13
rice,79.61,7.46,46.55,43.0,67.22,23.33,904.87,71.37,6.78,22.23,9.7,46.39,272.47,94,0.802,4186.07
soybean,40.82,5.7,60.86,62.89,52.31,34.14,437.6,64.08,6.85,37.24,12.22,21.96,462.67,117,0.624,1904.56
maize,53.19,7.11,81.02,25.24,70.24,18.89,463.66,75.4,5.11,65.06,25.01,6.15,277.79,93,0.796,6462.87
maize,73.38,7.44,63.89,35.56,90.83,29.87,471.21,79.58,5.54,53.03,17.0,11.09,87.14,130,0.871,6812.76
cotton,49.59,5.97,81.61,76.17,42.37,32.3,416.29,72.27,9.61,63.88,20.67,7.57,499.89,102,0.709,2801.32
wheat,42.39,6.28,59.26,49.4,62.62,20.71,422.99,82.86,8.65,14.89,4.85,138.44,66.05,142,0.503,3981.2
wheat,71.76,6.39,47.87,31.14,56.28,19.63,1045.01,63.47,8.55,10.0,3.31,302.45,442.44,129,0.514,4941.49
soybean,81.62,6.82,44.56,78.5,36.15,28.44,481.11,56.4,9.47,32.46,9.91,31.09,367.45,111,0.549,2426.75
rice,41.69,6.2,40.63,26.87,72.17,27.07,937.32,81.87,6.76,11.47,4.99,174.65,186.31,145,0.748,3683.27
maize,79.66,7.45,55.05,77.9,94.66,27.35,801.59,52.95,9.08,57.84,18.71,9.24,451.55,120,0.706,6934.17
cotton,48.97,7.49,58.09,24.96,97.8,34.82,488.63,54.06,9.47,53.39,17.02,11.01,280.38,126,0.606,2291.63
rice,87.49,6.3,47.83,66.14,40.0,23.92,720.82,71.41,5.25,24.81,10.69,37.71,197.25,148,0.604,3992.34
maize,47.44,6.67,103.73,29.38,81.99,34.52,835.13,71.6,6.81,59.84,19.59,8.53,88.32,111,0.594,6558.91
rice,70.42,5.75,75.66,55.32,71.21,24.44,827.31,58.36,9.32,20.03,9.5,52.53,481.81,136,0.825,3995.74
maize,68.85,5.78,42.28,71.73,33.52,32.8,1071.62,83.39,6.81,59.64,23.7,7.07,206.56,147,0.756,7076.1
maize,47.33,6.71,110.96,68.14,47.47,18.58,1003.57,82.35,8.24,60.1,23.51,7.08,415.06,96,0.614,6805.01
wheat,58.89,6.52,91.7,53.02,49.4,31.76,922.29,66.27,7.12,14.11,5.18,136.81,174.0,138,0.776,4931.91
rice,69.48,6.56,84.45,52.4,67.31,28.34,527.78,55.95,9.09,23.57,7.44,57.03,262.67,105,0.871,4007.81
maize,81.91,7.17,74.13,30.39,66.8,22.68,696.63,51.63,9.58,66.49,29.5,5.1,307.09,90,0.816,6950.11
cotton,74.53,6.04,70.03,73.13,60.15,28.3,770.29,50.13,7.04,53.06,21.51,8.76,59.57,145,0.77,2714.35
rice,54.58,6.59,87.77,45.56,62.37,26.51,448.0,77.01,8.71,16.45,6.07,100.16,334.0,105,0.746,4024.98
rice,89.56,6.06,40.18,22.06,68.54,27.47,971.5,62.16,9.56,18.75,6.43,82.94,56.1,103,0.679,3753.52
wheat,66.06,5.81,73.27,29.76,98.21,28.94,589.1,61.77,6.21,16.36,6.85,89.25,136.97,126,0.747,4382.77
soybean,81.33,5.68,49.47,35.47,42.59,24.08,1182.28,65.96,9.43,23.79,10.18,41.28,201.63,132,0.613,2043.4
maize,56.89,6.28,68.61,42.29,88.85,33.23,536.77,74.85,7.14,61.82,26.96,6.0,170.41,104,0.607,6484.29
cotton,46.54,6.92,93.11,44.97,70.13,19.18,1013.37,57.82,7.52,69.21,26.23,5.51,357.41,119,0.732,2545.7
rice,74.03,6.78,106.92,60.85,33.4,28.98,768.64,67.69,7.92,18.88,9.29,57.04,108.86,108,0.762,3786.11
cotton,71.91,5.99,40.13,70.95,96.44,24.15,407.2,79.71,8.31,65.46,23.22,6.58,119.64,134,0.756,2633.04
cotton,69.87,6.55,65.79,69.99,66.01,26.78,704.39,56.52,8.59,57.98,20.78,8.3,436.76,134,0.65,2660.6
maize,85.29,6.48,102.54,33.03,38.12,28.51,754.92,76.26,6.96,60.13,18.22,9.13,48.87,141,0.752,6576.41
rice,72.89,5.67,55.58,56.56,66.37,27.8,1133.27,75.84,6.67,19.77,8.97,56.43,342.68,148,0.626,4462.61
maize,70.3,6.33,117.02,59.05,98.25,19.14,441.17,54.18,8.17,49.76,16.83,11.94,402.33,101,0.578,7647.13
maize,75.3,6.99,79.71,27.03,52.12,29.5,613.59,75.79,7.47,55.84,24.76,7.23,312.59,131,0.721,6394.49
cotton,78.8,5.75,110.1,29.87,62.76,23.34,665.33,71.51,9.76,57.4,26.2,6.65,232.86,114,0.831,2287.88
rice,81.95,5.84,102.54,46.17,50.94,33.26,613.77,73.99,5.88,30.23,14.43,22.92,318.54,138,0.631,3019.87
rice,84.9,7.47,71.02,48.29,34.12,19.15,823.16,74.9,5.45,17.69,5.39,104.98,476.99,94,0.682,4420.77
cotton,86.18,6.18,54.68,35.11,41.81,18.55,946.57,82.99,9.44,55.78,20.05,8.94,330.96,113,0.794,2934.91
rice,77.37,6.27,67.11,42.63,64.42,29.46,655.16,78.36,7.57,22.11,8.67,52.19,220.0,127,0.598,3689.67
rice,54.4,5.9,105.54,65.84,43.05,30.81,788.66,83.32,5.61,19.47,8.13,63.16,7.01,95,0.818,4146.63
maize,74.82,6.23,70.14,32.16,98.32,34.25,677.97,81.29,9.55,60.02,25.38,6.57,272.56,149,0.879,6719.53
wheat,69.31,5.73,48.68,67.73,85.09,25.63,1038.53,81.08,5.7,17.54,6.58,86.69,90.06,110,0.832,4424.12
rice,79.03,5.74,118.98,77.58,73.93,33.06,839.19,56.91,7.67,16.24,5.13,120.11,25.59,116,0.762,3772.86
rice,81.52,6.91,44.09,55.81,61.67,25.15,631.64,69.72,5.76,25.78,12.32,31.49,139.31,143,0.823,3993.87
maize,77.19,6.94,83.44,69.3,86.54,19.68,1030.87,69.64,8.41,66.34,32.64,4.62,21.76,105,0.539,5777.3
soybean,79.88,5.85,57.36,75.56,89.69,23.82,872.89,65.91,9.88,31.95,12.53,24.98,167.49,145,0.872,2001.47
rice,56.57,7.46,51.77,38.93,45.76,34.01,1065.42,74.84,7.2,26.87,10.1,36.86,114.42,131,0.848,3434.09
wheat,88.86,6.43,83.67,71.67,67.63,23.05,941.2,63.39,6.5,16.03,7.2,86.62,31.45,108,0.649,5076.98
soybean,87.91,6.84,87.25,50.99,50.6,19.09,946.17,57.66,8.56,33.32,13.09,22.94,436.81,134,0.715,2180.42
cotton,84.76,6.9,108.96,31.0,92.8,33.11,675.06,56.93,5.54,58.61,27.67,6.17,195.08,101,0.855,2392.08
soybean,75.24,6.01,79.49,52.36,76.5,19.95,1074.39,65.29,9.18,21.53,9.52,48.8,201.36,123,0.614,2327.25
maize,57.55,6.18,93.77,47.52,35.77,20.87,955.7,65.0,6.72,61.6,30.19,5.38,77.68,104,0.569,7189.06
rice,45.57,6.31,89.62,44.53,73.52,32.71,451.52,50.97,5.74,18.48,8.31,65.15,19.88,98,0.834,4212.27
cotton,47.92,6.69,40.41,24.04,75.34,30.46,867.27,68.06,8.9,66.68,24.17,6.21,273.59,137,0.721,2677.5
wheat,57.75,5.85,101.8,54.24,62.51,29.06,946.48,53.38,5.06,11.74,5.56,153.3,6.46,96,0.539,4294.25
rice,48.91,6.12,53.96,69.31,59.53,19.35,757.72,77.61,7.24,23.68,10.43,40.48,499.95,147,0.73,4160.51
soybean,46.48,7.06,94.75,37.89,52.84,20.93,790.91,84.62,7.89,30.42,10.93,30.07,50.54,126,0.77,2220.36
rice,58.24,5.72,107.93,50.95,79.04,34.02,868.66,82.19,6.19,18.02,7.59,73.12,112.09,134,0.574,3399.31
cotton,57.4,6.25,54.11,21.73,67.83,21.35,1193.06,65.01,5.65,58.9,28.45,5.97,185.6,149,0.816,2395.7
wheat,52.72,5.55,116.44,38.64,73.72,32.99,425.86,52.08,6.66,24.28,9.87,41.74,418.67,124,0.84,4019.0
cotton,86.23,6.63,47.3,52.94,44.07,26.07,791.57,60.97,6.61,56.29,21.68,8.19,111.37,113,0.517,2311.74
soybean,80.25,5.8,46.01,61.27,75.39,27.61,1141.76,61.42,7.43,25.9,10.04,38.47,135.99,101,0.518,2272.92
soybean,40.48,5.86,58.92,40.64,81.36,34.58,1056.51,61.99,9.63,20.31,6.78,72.55,103.47,120,0.691,1651.65
wheat,67.97,6.1,45.39,70.19,37.11,23.65,610.41,75.21,6.06,10.0,4.1,244.09,222.27,146,0.696,4991.09
cotton,80.09,5.56,65.62,52.82,34.58,23.61,816.96,64.85,8.87,56.49,18.41,9.62,254.47,120,0.806,2587.1
cotton,86.98,5.83,43.39,48.3,81.16,26.55,781.81,51.43,7.25,67.07,20.44,7.29,259.24,138,0.638,2334.59
rice,61.57,7.47,60.24,42.49,39.83,32.0,1167.6,68.34,8.98,17.72,7.07,79.85,481.72,148,0.869,3543.02
soybean,58.68,6.68,84.11,78.28,84.08,34.98,746.33,65.29,5.52,28.35,11.51,30.63,228.26,142,0.683,1824.05
wheat,57.61,6.55,41.35,24.8,75.05,26.82,782.32,51.12,7.56,10.91,5.23,175.06,476.29,117,0.824,4666.43
rice,77.75,5.75,65.39,50.35,43.29,25.22,1030.45,62.06,9.78,24.68,9.18,44.13,460.83,130,0.891,4400.72
cotton,51.73,7.3,117.55,36.98,85.82,20.45,739.06,73.42,7.91,55.87,23.1,7.75,210.28,121,0.515,2840.97
wheat,58.35,6.15,102.0,25.95,87.01,18.26,936.3,62.51,9.89,10.0,4.13,242.41,4.33,99,0.789,4672.46
maize,68.45,5.54,70.28,78.48,63.88,30.54,779.22,54.07,9.79,60.67,21.12,7.8,434.48,97,0.803,7480.04
wheat,88.12,7.4,112.55,54.21,68.51,18.5,1114.27,82.8,9.36,17.16,6.92,84.24,377.01,112,0.705,3759.37
rice,49.35,5.64,53.61,74.23,92.97,23.33,795.09,73.02,5.11,20.37,7.88,62.29,158.26,120,0.555,4136.88
soybean,62.03,7.11,113.78,40.58,67.17,25.26,733.59,81.67,7.15,31.46,11.02,28.84,293.34,90,0.84,2192.0
soybean,56.34,5.73,112.97,52.69,89.86,27.5,934.99,52.38,6.4,21.88,10.36,44.11,54.13,104,0.801,1676.08
rice,75.45,6.59,68.81,31.24,58.09,20.32,726.5,74.46,8.84,21.26,7.76,60.59,391.96,104,0.724,4335.75
rice,62.67,7.14,114.64,48.7,30.87,33.67,620.44,59.59,7.73,20.26,7.1,69.56,373.64,115,0.52,4440.87
maize,82.31,7.21,44.66,65.87,41.45,31.26,758.34,55.15,9.69,62.01,27.13,5.94,480.02,94,0.624,6004.64
rice,76.22,6.57,64.26,42.35,74.99,28.13,722.62,71.78,6.02,19.57,9.49,53.85,491.86,105,0.697,4683.37
rice,87.33,6.84,92.7,25.83,91.51,31.23,571.64,83.04,7.23,17.81,6.23,90.15,353.28,96,0.545,4153.91
wheat,50.24,7.01,45.69,32.36,95.06,23.05,1003.92,75.38,9.65,21.55,10.4,44.59,50.96,93,0.508,3731.18
cotton,47.65,6.29,119.08,75.82,37.41,21.97,1147.75,67.29,8.54,68.3,21.0,6.97,113.02,101,0.595,2278.89
soybean,76.87,7.04,75.5,65.34,61.11,30.83,857.79,52.37,5.86,27.72,11.57,31.19,265.1,95,0.615,2327.33
rice,79.71,6.12,107.17,56.45,71.47,23.89,1161.45,61.94,6.68,21.15,7.92,59.68,92.42,108,0.877,3842.46
cotton,60.44,6.76,49.63,31.53,64.68,22.45,1081.51,76.3,6.79,57.16,21.82,8.02,95.22,145,0.881,2405.25
soybean,43.28,7.25,45.81,57.09,56.42,28.84,498.73,54.28,7.56,32.87,12.34,24.65,127.92,134,0.664,1844.33
wheat,78.69,6.83,109.33,32.47,45.42,25.86,707.17,64.35,5.71,19.86,9.47,53.17,152.46,142,0.745,4243.15
maize,48.52,6.51,94.58,74.09,88.74,31.02,1177.22,79.84,8.29,66.96,23.29,6.41,247.31,113,0.765,7751.88
soybean,52.45,6.85,110.22,40.46,71.05,30.2,862.76,75.47,9.05,28.38,12.8,27.53,312.86,95,0.586,1994.51
maize,63.95,6.81,74.53,70.7,81.52,28.9,1167.74,50.32,6.45,54.82,25.41,7.18,203.58,122,0.82,6764.6
wheat,56.43,6.78,46.86,43.84,69.05,20.52,482.11,55.15,5.93,14.52,4.45,154.75,295.12,101,0.683,4300.14
rice,42.57,5.64,46.25,73.31,92.68,28.73,626.25,51.6,9.93,25.24,11.16,35.5,62.81,102,0.725,4042.35
rice,77.11,6.04,99.59,27.3,53.05,21.69,974.56,71.78,9.07,13.1,6.35,120.14,483.58,131,0.53,4461.11
rice,50.49,6.87,113.71,25.24,96.47,27.01,987.82,81.57,8.72,22.24,9.55,47.08,246.97,94,0.812,4617.28
soybean,63.05,5.53,79.94,36.84,43.57,18.89,1093.0,77.69,6.74,32.71,15.43,19.81,249.62,103,0.714,2289.14
cotton,68.44,6.54,102.35,60.57,96.83,31.48,410.69,60.86,7.0,59.75,21.82,7.67,54.47,118,0.615,2727.82
maize,48.97,5.77,100.49,36.11,48.68,20.1,755.84,70.42,8.72,64.27,30.26,5.14,186.15,97,0.805,7580.44
soybean,46.52,6.47,113.54,23.47,40.83,19.13,1072.81,83.0,6.61,37.26,11.94,22.47,319.84,113,0.558,1954.42
cotton,45.79,7.02,56.19,20.7,63.88,26.44,582.96,59.61,8.31,58.55,21.9,7.8,284.86,99,0.567,2525.36
rice,63.22,7.27,73.02,74.86,40.64,33.95,1098.0,82.81,7.78,21.49,8.63,53.91,113.9,92,0.86,3694.35
rice,73.73,5.83,98.15,79.94,94.19,23.1,873.15,60.41,7.2,19.7,8.09,62.74,356.36,122,0.823,3601.17
soybean,56.31,7.1,91.02,75.44,32.53,34.11,1017.64,66.08,6.08,22.41,8.69,51.39,373.37,136,0.712,1983.21
maize,61.21,5.73,105.86,77.0,85.87,21.63,1045.83,64.15,8.88,56.33,22.72,7.81,352.9,115,0.6,7674.37
rice,81.87,5.51,50.06,67.39,82.97,27.79,1007.05,79.72,8.22,27.71,11.84,30.47,480.7,106,0.793,4232.5
rice,55.49,5.84,66.29,38.64,97.99,21.51,645.91,55.41,8.89,14.92,6.41,104.52,98.83,107,0.644,4333.27
maize,81.09,6.35,97.38,72.29,81.11,21.25,1172.56,80.22,9.92,60.78,30.06,5.47,98.21,120,0.766,7402.57
soybean,58.03,6.45,89.6,26.59,99.59,26.72,783.52,81.76,9.22,28.84,11.42,30.36,5.58,133,0.891,2407.02
wheat,75.73,7.01,71.28,66.7,96.94,21.36,1114.18,67.98,8.61,14.4,6.48,107.13,471.62,112,0.72,4843.28
wheat,54.27,7.13,88.6,77.96,30.68,25.2,407.94,50.25,5.76,10.0,3.61,276.71,37.87,118,0.603,4340.34
maize,40.13,6.61,113.91,66.72,99.2,33.33,1074.66,68.06,6.95,60.25,27.68,6.0,364.59,117,0.898,7763.14
soybean,82.58,5.73,118.15,26.17,53.22,20.14,402.87,73.63,7.28,31.8,13.34,23.58,153.5,119,0.727,2292.77
maize,87.33,7.02,98.61,20.88,82.15,33.14,992.38,51.83,8.33,52.46,18.06,10.56,208.0,143,0.821,7329.83
cotton,51.94,6.39,44.21,75.99,98.44,25.83,885.33,74.33,9.38,63.25,19.35,8.17,244.33,120,0.645,2739.47
maize,88.36,6.65,44.1,36.51,39.46,23.55,507.4,59.41,7.09,47.04,18.12,11.73,398.59,120,0.709,5981.99
cotton,72.36,7.49,75.77,59.31,75.31,32.67,968.82,69.39,5.76,63.36,28.42,5.55,0.76,136,0.579,3091.49
rice,58.34,7.12,44.66,35.8,77.69,34.71,959.8,68.99,9.7,18.32,8.86,61.59,191.75,128,0.893,3357.68
wheat,56.58,6.75,89.23,69.95,44.89,31.58,474.22,71.14,6.77,19.2,8.36,62.31,480.41,105,0.834,4386.55
maize,58.14,6.39,86.71,33.7,75.44,33.35,820.99,82.77,6.19,59.86,28.76,5.81,346.28,131,0.528,6885.69
cotton,85.52,5.79,104.63,53.12,84.66,25.15,541.91,73.61,6.45,58.3,25.98,6.6,466.42,111,0.897,2233.39
maize,67.84,6.93,49.0,62.05,64.15,19.63,1019.47,53.22,9.25,56.71,25.68,6.87,451.34,110,0.598,7073.5
wheat,77.87,7.22,66.52,61.16,86.09,32.97,416.93,79.3,8.81,12.01,4.32,192.71,482.11,147,0.643,4686.77
wheat,53.28,6.88,58.81,20.31,61.89,23.39,635.91,52.96,9.77,10.0,4.42,226.3,439.63,146,0.694,3887.1
rice,64.1,6.02,59.66,60.35,83.03,26.95,1088.01,53.77,6.42,19.24,6.86,75.75,55.98,101,0.581,3425.27
rice,76.01,6.22,108.02,23.78,49.35,19.12,1181.92,79.52,7.25,27.16,9.99,36.88,439.36,117,0.699,3307.52
maize,45.71,7.28,85.58,48.68,53.85,20.82,966.59,53.29,7.42,57.23,18.59,9.4,116.0,114,0.522,7806.77
soybean,43.46,6.31,79.63,51.71,92.6,30.31,887.12,65.79,6.2,26.45,8.56,44.15,412.66,100,0.501,2148.84
maize,42.47,6.71,105.2,79.49,39.76,22.35,947.52,62.19,5.69,58.47,17.96,9.52,196.45,133,0.57,7799.12
cotton,41.14,7.33,87.24,73.99,41.91,18.06,1129.4,69.31,9.62,63.52,26.42,5.96,192.85,110,0.543,2639.98
wheat,65.17,6.84,65.63,73.6,88.47,32.84,485.01,57.7,7.93,10.0,4.36,229.56,237.9,148,0.727,4290.46
soybean,89.26,5.96,49.37,27.37,56.45,23.85,882.09,59.05,8.73,23.23,9.43,45.64,316.59,147,0.756,2177.56
wheat,86.59,5.85,102.21,36.14,59.25,25.02,579.13,61.15,9.07,21.57,6.65,69.75,285.79,108,0.702,4014.46
maize,78.27,6.69,110.94,61.37,85.35,23.1,1144.3,64.43,7.15,64.84,22.28,6.92,399.17,92,0.677,7468.73
wheat,65.16,5.96,56.79,41.72,99.51,33.36,1015.26,53.2,5.8,22.17,8.31,54.25,261.89,133,0.786,4049.87
cotton,75.8,6.06,83.56,43.03,84.81,25.11,606.27,69.95,6.91,68.78,30.03,4.84,215.02,131,0.591,2809.25
wheat,82.05,6.63,42.07,72.09,39.04,23.07,507.06,58.04,7.61,13.87,6.16,117.16,315.56,121,0.739,5170.54
cotton,89.65,7.44,64.86,64.48,74.13,32.83,902.96,84.04,7.09,60.8,19.2,8.57,259.86,140,0.835,3016.65
wheat,88.09,6.18,97.35,21.74,54.64,31.58,679.96,60.18,9.6,10.0,3.16,316.28,330.1,100,0.858,3512.58
wheat,71.75,6.17,55.7,38.29,42.25,34.97,861.05,65.36,8.93,19.8,7.19,70.3,422.45,120,0.594,3625.16
rice,59.34,6.53,83.51,57.89,61.1,20.63,1130.88,82.67,7.12,15.15,4.78,138.08,458.13,132,0.762,4490.35
rice,72.47,6.91,108.84,60.18,46.68,29.35,631.71,63.46,7.71,24.14,8.97,46.19,379.48,121,0.898,3330.3
cotton,71.55,6.77,66.5,23.08,70.51,33.47,1067.81,59.16,5.38,58.65,20.38,8.36,137.01,148,0.624,2298.54
soybean,84.22,6.71,81.24,27.01,35.94,25.78,929.63,56.09,5.59,23.09,9.92,43.66,304.93,143,0.582,1836.77
cotton,85.97,6.2,48.34,71.84,64.02,28.93,1066.62,72.65,7.46,61.54,29.71,5.47,412.08,128,0.879,2911.29
rice,77.83,6.48,107.38,44.95,86.28,19.29,711.27,78.37,5.36,24.92,9.19,43.64,359.05,94,0.82,4076.06
soybean,84.37,7.22,106.4,21.88,33.17,27.79,584.65,78.31,6.88,33.45,10.74,27.84,401.22,92,0.879,2316.81
rice,62.39,6.58,48.63,78.64,55.79,26.45,545.17,80.55,9.29,25.89,9.79,39.44,437.46,100,0.766,3417.94
cotton,81.6,6.82,83.84,30.09,71.0,18.46,673.96,74.75,8.89,63.55,24.2,6.5,284.09,106,0.73,2432.86
rice,81.54,5.95,104.18,69.7,65.92,28.83,998.99,63.89,7.47,12.76,4.51,173.84,216.65,128,0.686,3545.51
soybean,55.45,7.12,54.11,55.73,30.22,28.65,522.88,84.73,6.73,18.5,5.82,92.92,28.14,119,0.532,2190.24
wheat,64.74,6.74,47.83,51.38,88.91,33.54,1146.09,58.81,8.91,13.83,4.38,165.19,395.72,143,0.711,4276.92
wheat,47.93,6.88,84.17,51.78,46.39,19.43,595.05,80.31,8.17,12.03,5.32,156.17,478.88,119,0.636,4268.06
rice,72.13,6.68,93.36,67.3,63.74,22.42,925.49,70.51,8.07,22.69,9.11,48.39,456.13,111,0.899,3593.5
cotton,50.17,7.07,47.02,43.12,58.08,19.37,929.76,79.31,7.86,59.23,19.27,8.76,353.69,96,0.831,2803.8
cotton,89.84,7.18,119.03,22.04,98.14,24.36,571.24,68.9,7.45,56.82,27.05,6.51,180.13,142,0.895,2142.3
maize,74.17,5.63,58.71,34.04,74.25,22.76,1025.59,82.43,5.26,54.79,24.89,7.33,119.39,137,0.575,6820.81
maize,66.57,5.77,112.44,23.28,41.05,26.67,1040.54,67.92,9.9,61.57,23.82,6.82,198.25,101,0.565,6746.77
rice,82.74,6.12,110.72,57.69,68.99,26.7,1079.11,52.62,9.73,28.28,9.93,35.6,363.7,108,0.668,3606.87
maize,85.24,5.5,114.08,66.89,49.13,32.37,796.38,71.32,9.67,53.83,18.2,10.21,345.71,124,0.653,7426.89
wheat,74.95,5.94,87.24,43.55,90.2,30.61,833.9,69.46,8.09,10.0,4.58,218.49,348.8,130,0.644,3891.29
soybean,46.41,5.9,112.29,35.82,87.72,23.23,600.23,53.77,5.24,32.91,11.48,26.47,419.22,140,0.796,2002.42
maize,65.9,6.93,76.87,25.75,80.64,34.82,512.24,76.76,6.9,51.85,20.16,9.57,214.92,146,0.671,7646.93
cotton,50.38,7.03,55.2,54.49,46.89,26.05,718.82,66.68,9.96,57.37,18.96,9.19,353.37,114,0.787,2341.41
rice,52.13,5.64,60.76,52.79,36.3,30.71,416.2,51.04,6.83,13.1,4.41,172.92,363.55,123,0.569,4170.36
rice,53.7,6.93,43.29,68.72,42.79,19.1,633.04,70.71,5.69,11.46,5.11,170.58,6.32,111,0.597,3116.56
wheat,49.62,6.3,112.43,68.48,91.65,29.66,1123.65,63.77,5.41,14.93,5.58,119.98,273.79,111,0.633,3926.73
maize,62.3,6.1,48.95,33.01,34.69,28.81,1130.94,66.29,7.94,69.43,27.91,5.16,418.72,91,0.746,7435.87
cotton,86.29,6.41,110.37,54.39,57.47,24.76,990.82,81.3,5.6,56.59,19.64,9.0,443.08,130,0.706,2885.93
soybean,84.76,7.14,104.77,30.95,40.75,22.66,465.41,74.68,6.62,33.36,10.53,28.46,282.74,126,0.894,2239.21
wheat,66.83,5.52,87.57,51.68,34.95,32.05,676.44,55.82,5.39,13.78,6.14,118.19,35.67,139,0.792,3910.03
wheat,47.52,5.96,64.86,65.94,43.89,26.21,716.76,78.09,9.19,10.0,4.42,226.13,347.86,142,0.6,4098.46
rice,74.4,6.98,77.26,79.48,97.55,27.53,1111.04,68.9,5.52,20.54,6.37,76.5,446.59,129,0.571,3599.11
maize,77.51,6.92,46.29,39.52,97.29,25.06,761.0,84.6,5.65,65.7,24.92,6.11,376.38,92,0.899,7034.59
rice,61.4,7.4,81.74,23.22,73.08,18.33,731.2,58.11,6.19,17.78,6.74,83.49,292.7,141,0.605,3736.04
soybean,41.12,6.36,70.92,72.6,34.49,20.23,544.97,69.82,7.36,27.92,12.48,28.69,131.83,140,0.584,1789.75
rice,57.76,7.42,46.09,76.72,45.44,23.74,570.98,79.97,7.98,17.19,5.53,105.22,283.01,138,0.772,4241.6
maize,76.51,6.06,86.83,45.01,59.09,23.43,760.5,57.4,7.26,55.05,19.85,9.15,458.7,91,0.598,7992.29
cotton,58.16,6.24,96.31,35.87,54.58,31.79,588.9,82.69,8.48,69.31,32.82,4.4,215.95,105,0.619,2755.64
soybean,40.33,6.55,107.57,56.6,39.97,29.86,470.17,64.32,5.51,25.34,8.54,46.22,87.17,103,0.806,2289.58
soybean,82.07,5.57,84.72,42.14,92.48,23.68,941.83,72.86,9.14,32.51,12.07,25.48,87.64,116,0.536,1770.42
wheat,65.73,6.78,118.29,23.09,99.86,30.68,1137.95,75.14,8.87,16.98,7.5,78.53,478.32,107,0.865,3834.04
rice,50.84,6.8,88.57,36.77,46.54,29.84,639.31,58.97,8.95,23.83,10.23,41.04,323.91,99,0.674,4056.81
cotton,81.01,7.09,57.41,71.81,98.32,19.42,739.13,82.81,9.81,65.15,24.89,6.17,352.22,149,0.873,2381.79
wheat,64.58,6.53,95.72,50.84,70.91,31.99,641.68,70.66,5.21,12.73,4.39,178.89,364.1,127,0.827,4605.35
soybean,52.49,7.05,63.38,46.76,45.02,23.53,1010.13,76.12,7.96,20.3,8.51,57.87,398.96,144,0.849,1778.65
maize,70.44,7.09,95.91,26.61,75.95,20.52,817.18,67.15,5.33,56.95,27.38,6.41,414.76,116,0.763,5688.98
cotton,75.97,5.76,72.08,76.96,62.07,28.7,708.67,59.09,7.86,63.36,23.85,6.62,215.91,143,0.557,2941.12
cotton,56.13,7.35,42.45,64.64,30.77,20.82,982.67,72.62,6.69,60.75,29.1,5.66,6.11,118,0.547,2216.04
maize,64.1,5.97,40.46,73.04,87.26,19.73,1019.68,67.99,9.03,55.05,18.96,9.58,297.4,101,0.682,7942.24
maize,41.72,6.3,82.82,21.4,63.63,26.55,905.36,52.15,5.96,55.48,26.65,6.76,96.65,97,0.554,6361.71
soybean,74.2,5.53,101.34,76.36,49.48,19.11,1012.1,53.6,9.73,33.75,11.04,26.85,358.43,135,0.612,1794.46
